norad_id,name,object_type,satellite_constellation,altitude_km,altitude_category,orbital_band,congestion_risk,inclination,eccentricity,launch_year_estimate,days_in_orbit_estimate,orbit_lifetime_category,mean_motion,epoch,data_source,snapshot_date,country,last_seen
900,CALSPHERE 1,PAYLOAD,Other,976.95889064523,Low LEO,LEO-Polar,LOW,90.2214,0.00258502,2023,0,<1yr,13.76322638,2025-11-19 13:59:20.966784,celestrak,2025-11-19,US,2025-11-19
902,CALSPHERE 2,PAYLOAD,Other,1061.680140250066,Mid LEO,LEO-Polar,LOW,90.2361,0.00203779,2023,0,<1yr,13.52880291,2025-11-19 13:40:44.479200,celestrak,2025-11-19,US,2025-11-19
1361,LCS 1,PAYLOAD,Other,2787.875758193736,High LEO,MEO,LOW,32.145,0.00133683,2023,0,<1yr,9.89309264,2025-11-19 05:43:58.727424,celestrak,2025-11-19,US,2025-11-19
1512,TEMPSAT 1,PAYLOAD,Other,1133.2925601075913,Mid LEO,LEO-Polar,HIGH,89.9896,0.0071188,2023,0,<1yr,13.33579355,2025-11-19 05:13:06.491136,celestrak,2025-11-19,US,2025-11-19
1520,CALSPHERE 4A,PAYLOAD,Other,1123.3441811424327,Mid LEO,LEO-Polar,HIGH,89.9081,0.00689357,2023,0,<1yr,13.36233101,2025-11-19 11:40:26.247360,celestrak,2025-11-19,US,2025-11-19
2826,OPS 5712 (P/L 160),PAYLOAD,Other,649.3396016179277,Low LEO,LEO-Inclined,MEDIUM,69.9178,0.00047421,2023,0,<1yr,14.73681561,2025-11-19 15:09:02.013984,celestrak,2025-11-19,US,2025-11-19
2866,LES-5,PAYLOAD,Other,33401.02060790631,MEO,MEO,LOW,2.1395,0.00556507,2023,0,<1yr,1.09425714,2025-11-19 10:25:18.125184,celestrak,2025-11-19,US,2025-11-19
2872,SURCAL 159,PAYLOAD,Other,895.412341488076,Low LEO,LEO-Inclined,MEDIUM,69.9736,0.00059985,2023,0,<1yr,13.99533112,2025-11-19 14:40:11.469504,celestrak,2025-11-19,US,2025-11-19
2874,OPS 5712 (P/L 153),PAYLOAD,Other,904.9482128180562,Low LEO,LEO-Inclined,LOW,69.973,0.000464,2023,0,<1yr,13.96785362,2025-11-19 10:46:02.475264,celestrak,2025-11-19,US,2025-11-19
5204,OPS 3811 (DSP 2),PAYLOAD,Other,36388.64934862457,Beyond GEO,HEO,LOW,0.3602,0.00238039,2023,0,<1yr,0.98161873,2025-11-19 11:42:48.199968,celestrak,2025-11-19,US,2025-11-19
5398,RIGIDSPHERE 2 (LCS 4),PAYLOAD,Other,766.7401629935594,Low LEO,LEO-Polar,MEDIUM,87.6236,0.00594091,2023,0,<1yr,14.37509131,2025-11-19 15:03:53.534016,celestrak,2025-11-19,US,2025-11-19
7530,OSCAR 7 (AO-7),PAYLOAD,Other,1449.083676073973,Mid LEO,LEO-Polar,LOW,101.9973,0.00122348,2023,0,<1yr,12.53693559,2025-11-19 12:55:17.659776,celestrak,2025-11-19,US,2025-11-19
7646,STARLETTE,PAYLOAD,Other,955.5749560559643,Low LEO,LEO-Inclined,LOW,49.8223,0.02056464,2023,0,<1yr,13.8234673,2025-11-19 14:05:48.676416,celestrak,2025-11-19,FR,2025-11-19
8820,LAGEOS 1,PAYLOAD,Other,5893.0470285507645,High LEO,MEO,LOW,109.8382,0.00446712,2023,0,<1yr,6.38664914,2025-11-19 13:30:44.080416,celestrak,2025-11-19,US,2025-11-19
13086,OPS 8701 (DSP 10),PAYLOAD,Other,36379.82831017126,Beyond GEO,HEO,LOW,9.7192,0.00060514,2023,0,<1yr,0.98192251,2025-11-19 06:22:56.345088,celestrak,2025-11-19,US,2025-11-19
14129,PHASE 3B (AO-10),PAYLOAD,Other,19723.686865568983,MEO,MEO,MEDIUM,26.1189,0.60666963,2023,1,<1yr,2.05871619,2025-11-18 02:45:07.532064,celestrak,2025-11-19,GER,2025-11-19
14781,UOSAT 2 (UO-11),PAYLOAD,Other,597.841709919695,Low LEO,LEO-Polar,HIGH,97.7776,0.00083676,2023,0,<1yr,14.90030102,2025-11-19 15:01:26.856192,celestrak,2025-11-19,UK,2025-11-19
16908,AJISAI (EGS),PAYLOAD,Other,1487.52518250938,Mid LEO,LEO-Inclined,LOW,50.0097,0.00112122,2023,0,<1yr,12.44514115,2025-11-19 15:05:05.349696,celestrak,2025-11-19,JPN,2025-11-19
19548,TDRS 3,PAYLOAD,Other,35788.8711652064,GEO,GEO-Inclined,HIGH,12.7632,0.0041025,2023,1,<1yr,1.00263666,2025-11-18 22:31:15.473856,celestrak,2025-11-19,US,2025-11-19
19751,COSMOS 1989 (ETALON 1),PAYLOAD,Other,19125.57320301144,MEO,MEO,MEDIUM,64.8237,0.0023443,2023,0,<1yr,2.13156075,2025-11-19 13:01:16.686336,celestrak,2025-11-19,CIS,2025-11-19
20026,COSMOS 2024 (ETALON 2),PAYLOAD,Other,19121.702206216807,MEO,MEO,MEDIUM,65.0642,0.00204406,2023,0,<1yr,2.13204614,2025-11-19 13:06:20.581920,celestrak,2025-11-19,CIS,2025-11-19
20253,FLTSATCOM 8 (USA 46),PAYLOAD,Other,35784.617584844265,GEO,MEO,HIGH,12.4806,0.00072555,2023,0,<1yr,1.00278839,2025-11-19 13:56:56.143968,celestrak,2025-11-19,US,2025-11-19
20442,LUSAT (LO-19),PAYLOAD,Other,778.2890769804872,Low LEO,LEO-Polar,MEDIUM,98.8973,0.00126327,2023,0,<1yr,14.34030795,2025-11-19 00:47:21.974208,celestrak,2025-11-19,ARGN,2025-11-19
20580,HST,PAYLOAD,Other,482.9694592032247,Very Low LEO,LEO-Equatorial,HIGH,28.4689,0.00015735,2023,0,<1yr,15.27606596,2025-11-19 14:28:18.185664,celestrak,2025-11-19,US,2025-11-19
20776,SKYNET 4C,PAYLOAD,Other,35785.21043702983,GEO,MEO,HIGH,13.4082,0.00027249,2023,0,<1yr,1.00276724,2025-11-19 03:08:51.657216,celestrak,2025-11-19,UK,2025-11-19
20929,USA 65 (DSP 15),PAYLOAD,Other,36320.47317781907,Beyond GEO,HEO,LOW,14.135,0.0002078,2023,0,<1yr,0.98397067,2025-11-19 12:04:01.168320,celestrak,2025-11-19,US,2025-11-19
21639,TDRS 5,PAYLOAD,Other,35785.48206279398,GEO,MEO,HIGH,14.0975,0.00133758,2023,0,<1yr,1.00275755,2025-11-19 06:31:10.554816,celestrak,2025-11-19,US,2025-11-19
21805,USA 75 (DSP 16),PAYLOAD,Other,36093.762708288516,Beyond GEO,HEO,LOW,14.1178,0.00020243,2023,0,<1yr,0.99185967,2025-11-19 13:21:48.239712,celestrak,2025-11-19,US,2025-11-19
22195,LAGEOS 2,PAYLOAD,Other,5783.751798332761,High LEO,MEO,LOW,52.6707,0.01378196,2023,16,<1yr,6.47293461,2025-11-03 16:50:33.176832,celestrak,2025-11-19,IT,2025-11-19
22314,TDRS 6,PAYLOAD,Other,35788.748642153776,GEO,GEO-Inclined,HIGH,14.1788,0.00098135,2023,0,<1yr,1.00264103,2025-11-19 12:40:38.112960,celestrak,2025-11-19,US,2025-11-19
22490,SCD 1,PAYLOAD,Other,738.8194607958412,Low LEO,LEO-Equatorial,MEDIUM,24.9697,0.00422703,2023,0,<1yr,14.45976712,2025-11-19 13:32:56.804640,celestrak,2025-11-19,BRAZ,2025-11-19
22787,UFO 2 (USA 95),PAYLOAD,Other,35786.37461829738,GEO,GEO-Inclined,HIGH,11.8226,0.00063621,2023,0,<1yr,1.00272571,2025-11-19 05:44:22.540128,celestrak,2025-11-19,US,2025-11-19
22824,STELLA,PAYLOAD,Other,800.2243264088002,Low LEO,LEO-Polar,MEDIUM,98.8044,0.00072978,2023,0,<1yr,14.27462768,2025-11-19 14:59:29.086080,celestrak,2025-11-19,FR,2025-11-19
22825,EYESAT A (AO-27),PAYLOAD,Other,788.8420894917335,Low LEO,LEO-Polar,MEDIUM,98.718,0.00083277,2023,0,<1yr,14.30864655,2025-11-19 10:23:43.311552,celestrak,2025-11-19,US,2025-11-19
22826,ITAMSAT (IO-26),PAYLOAD,Other,787.4420218674586,Low LEO,LEO-Polar,MEDIUM,98.7126,0.00085292,2023,0,<1yr,14.31284036,2025-11-19 03:00:03.303072,celestrak,2025-11-19,IT,2025-11-19
22988,USA 99 (MILSTAR-1 1),PAYLOAD,Other,35786.478902361356,GEO,GEO-Inclined,HIGH,17.3053,0.00030413,2023,0,<1yr,1.00272199,2025-11-19 03:27:54.309312,celestrak,2025-11-19,US,2025-11-19
23439,RADIO ROSTO (RS-15),PAYLOAD,Other,2022.3219991724736,High LEO,MEO,LOW,64.817,0.01488883,2023,0,<1yr,11.27582267,2025-11-19 15:10:32.992320,celestrak,2025-11-19,CIS,2025-11-19
23467,UFO 4 (USA 108),PAYLOAD,Other,35785.48234311179,GEO,MEO,HIGH,9.7013,0.00043629,2023,0,<1yr,1.00275754,2025-11-19 09:50:51.425088,celestrak,2025-11-19,US,2025-11-19
23613,TDRS 7,PAYLOAD,Other,35785.87843682575,GEO,MEO,HIGH,13.4651,0.00036783,2023,0,<1yr,1.00274341,2025-11-19 12:52:34.017312,celestrak,2025-11-19,US,2025-11-19
23712,USA 115 (MILSTAR-1 2),PAYLOAD,Other,35786.56804892724,GEO,GEO-Inclined,HIGH,13.9964,0.00022431,2023,0,<1yr,1.00271881,2025-11-19 05:01:49.116000,celestrak,2025-11-19,US,2025-11-19
23802,POLAR,PAYLOAD,Other,29112.696792226645,MEO,MEO,LOW,79.6081,0.6261894,2023,1,<1yr,1.29845965,2025-11-18 18:25:42.632256,celestrak,2025-11-19,US,2025-11-19
23839,INMARSAT 3-F1,PAYLOAD,Other,35865.75413959472,GEO,GEO-Inclined,HIGH,10.1639,0.00092988,2023,0,<1yr,0.99990074,2025-11-19 13:56:11.024160,celestrak,2025-11-19,IM,2025-11-19
23893,USA 119,PAYLOAD,Other,1088.9163702765754,Mid LEO,LEO-Inclined,LOW,63.3245,0.08405956,2023,0,<1yr,13.45485057,2025-11-19 14:04:16.005504,celestrak,2025-11-19,US,2025-11-19
24278,JAS-2 (FO-29),PAYLOAD,Other,1060.2852030473869,Mid LEO,LEO-Polar,LOW,98.5479,0.03488637,2023,0,<1yr,13.5326087,2025-11-19 06:16:27.867360,celestrak,2025-11-19,JPN,2025-11-19
24307,INMARSAT 3-F2,PAYLOAD,Other,35862.84772134377,GEO,GEO-Inclined,HIGH,9.3806,0.00065006,2023,0,<1yr,1.00000394,2025-11-19 00:28:19.016256,celestrak,2025-11-19,IM,2025-11-19
24674,INMARSAT 3-F3,PAYLOAD,Other,35869.615492369434,GEO,GEO-Inclined,HIGH,9.8639,0.00087685,2023,0,<1yr,0.99976366,2025-11-19 08:29:22.596000,celestrak,2025-11-19,IM,2025-11-19
24876,NAVSTAR 43 (USA 132),PAYLOAD,Other,20182.219381263545,MEO,MEO,MEDIUM,55.8835,0.00965457,2023,1,<1yr,2.00563507,2025-11-18 19:13:09.998688,celestrak,2025-11-19,US,2025-11-19
24920,FORTE,PAYLOAD,Other,799.0377182827342,Low LEO,LEO-Inclined,MEDIUM,69.9512,0.00234231,2023,0,<1yr,14.27816788,2025-11-19 11:59:08.912544,celestrak,2025-11-19,US,2025-11-19
24936,AMC-3,PAYLOAD,Other,35786.87417845775,GEO,GEO-Inclined,HIGH,7.6316,0.00028836,2023,0,<1yr,1.00270789,2025-11-19 06:58:15.460608,celestrak,2025-11-19,SES,2025-11-19
25019,USA 134,PAYLOAD,Other,35786.48366804635,GEO,GEO-Inclined,HIGH,12.5338,0.00053537,2023,0,<1yr,1.00272182,2025-11-19 05:04:11.389152,celestrak,2025-11-19,US,2025-11-19
25118,ORBCOMM FM06,PAYLOAD,Other,736.3157109113199,Low LEO,LEO-Inclined,MEDIUM,45.0145,0.00035009,2023,0,<1yr,14.46740091,2025-11-19 08:21:39.765888,celestrak,2025-11-19,ORB,2025-11-19
25153,INMARSAT 3-F5,PAYLOAD,Other,35787.47215628759,GEO,GEO-Inclined,HIGH,9.2226,0.0004928,2023,0,<1yr,1.00268656,2025-11-19 03:38:00.839904,celestrak,2025-11-19,IM,2025-11-19
25159,ORBCOMM FM04,PAYLOAD,Other,774.4657442373646,Low LEO,LEO-Retrograde,MEDIUM,107.9638,0.00410672,2023,0,<1yr,14.35180763,2025-11-19 15:21:31.588416,celestrak,2025-11-19,ORB,2025-11-19
25160,CELESTIS-02 & TAURUS R/B,ROCKET BODY,Other,817.2393089883126,Low LEO,LEO-Retrograde,MEDIUM,108.0075,0.00602572,2023,0,<1yr,14.22402458,2025-11-19 15:13:02.356320,celestrak,2025-11-19,US,2025-11-19
25397,TECHSAT 1B (GO-32),PAYLOAD,Other,810.6187793922218,Low LEO,LEO-Polar,MEDIUM,98.9898,0.00023303,2023,0,<1yr,14.24367866,2025-11-19 10:55:48.199008,celestrak,2025-11-19,ISRA,2025-11-19
25398,WESTPAC,PAYLOAD,Other,815.1036087206185,Low LEO,LEO-Polar,MEDIUM,98.9914,0.00023816,2023,0,<1yr,14.2303598,2025-11-19 11:00:57.015072,celestrak,2025-11-19,AUS,2025-11-19
25415,ORBCOMM FM19,PAYLOAD,Other,762.2178186933634,Low LEO,LEO-Equatorial,MEDIUM,44.9908,0.00030893,2023,0,<1yr,14.38875017,2025-11-19 14:02:13.333056,celestrak,2025-11-19,ORB,2025-11-19
25416,ORBCOMM FM20,PAYLOAD,Other,766.4756648629818,Low LEO,LEO-Equatorial,MEDIUM,44.9918,0.00011329,2023,0,<1yr,14.37588958,2025-11-18 23:22:35.883552,celestrak,2025-11-19,ORB,2025-11-19
25481,ORBCOMM FM27,PAYLOAD,Other,763.2121074292745,Low LEO,LEO-Inclined,MEDIUM,45.0047,0.00024256,2023,0,<1yr,14.38574526,2025-11-19 12:10:49.286496,celestrak,2025-11-19,ORB,2025-11-19
25504,SCD 2,PAYLOAD,Other,740.6957076792078,Low LEO,LEO-Equatorial,MEDIUM,24.9957,0.00170171,2023,0,<1yr,14.45405095,2025-11-19 04:53:24.057888,celestrak,2025-11-19,BRAZ,2025-11-19
25544,ISS (ZARYA),PAYLOAD,Other,417.2595197744913,Very Low LEO,LEO-Inclined,HIGH,51.6333,0.00041444,2023,0,<1yr,15.49817487,2025-11-19 07:39:24.985152,celestrak,2025-11-19,CIS,2025-11-19
25560,SWAS,PAYLOAD,Other,543.333822878436,Low LEO,LEO-Inclined,HIGH,69.8986,0.00082383,2023,0,<1yr,15.07666112,2025-11-19 10:41:34.151424,celestrak,2025-11-19,US,2025-11-19
25639,SKYNET 4E,PAYLOAD,Other,35785.724819758805,GEO,MEO,HIGH,11.937,0.00033486,2023,3,<1yr,1.00274889,2025-11-16 21:05:32.351424,celestrak,2025-11-19,UK,2025-11-19
25757,DLR-TUBSAT,PAYLOAD,Other,717.998761545291,Low LEO,LEO-Polar,MEDIUM,98.6544,0.0013024,2023,0,<1yr,14.52345316,2025-11-19 10:45:36.268416,celestrak,2025-11-19,GER,2025-11-19
25867,CXO,PAYLOAD,Other,74410.82192267482,Beyond GEO,HEO,LOW,52.5795,0.81778682,2023,1,<1yr,0.3780722,2025-11-18 19:35:58.939296,celestrak,2025-11-19,US,2025-11-19
25924,ABS-6,PAYLOAD,Other,35786.87137504856,GEO,GEO,HIGH,0.0119,0.00025736,2023,0,<1yr,1.00270799,2025-11-19 13:27:09.554400,celestrak,2025-11-19,ABS,2025-11-19
25933,NAVSTAR 46 (USA 145),PAYLOAD,Other,20181.353156573274,MEO,MEO,MEDIUM,51.6552,0.01093922,2023,0,<1yr,2.00573319,2025-11-19 09:32:08.219040,celestrak,2025-11-19,US,2025-11-19
25967,UFO 10 (USA 146),PAYLOAD,Other,35786.596082535914,GEO,GEO-Inclined,HIGH,9.8208,0.00061943,2023,0,<1yr,1.00271781,2025-11-19 00:21:19.685952,celestrak,2025-11-19,US,2025-11-19
25982,ORBCOMM FM32,PAYLOAD,Other,769.5188405942736,Low LEO,LEO-Inclined,MEDIUM,45.0147,0.000578,2023,0,<1yr,14.36670957,2025-11-19 14:27:28.598112,celestrak,2025-11-19,ORB,2025-11-19
25989,XMM-NEWTON,PAYLOAD,Other,60555.22773990547,Beyond GEO,HEO,LOW,65.5384,0.47520189,2023,-1,UNKNOWN,0.50134741,2025-11-20 22:17:12.062112,celestrak,2025-11-19,ESA,2025-11-19
25994,TERRA,PAYLOAD,Other,690.2221562389223,Low LEO,LEO-Polar,MEDIUM,97.9782,0.00028227,2023,0,<1yr,14.60914666,2025-11-19 14:27:23.863392,celestrak,2025-11-19,US,2025-11-19
26107,ASIASTAR,PAYLOAD,Other,35786.32023385316,GEO,GEO-Inclined,HIGH,8.6395,0.0005511,2023,0,<1yr,1.00272765,2025-11-19 06:06:05.459904,celestrak,2025-11-19,US,2025-11-19
26113,IMAGE,PAYLOAD,Other,23433.38462663165,MEO,MEO,MEDIUM,94.0004,0.75902933,2023,1,<1yr,1.68665612,2025-11-18 04:47:36.196800,celestrak,2025-11-19,US,2025-11-19
26356,USA 149 (DSP 20),PAYLOAD,Other,35784.37288172054,GEO,MEO,HIGH,13.0118,0.00011293,2023,0,<1yr,1.00279712,2025-11-19 08:14:30.655104,celestrak,2025-11-19,US,2025-11-19
26360,NAVSTAR 47 (USA 150),PAYLOAD,Other,20181.660811861566,MEO,MEO,MEDIUM,55.0315,0.00385981,2023,1,<1yr,2.00569834,2025-11-18 21:45:02.293920,celestrak,2025-11-19,US,2025-11-19
26388,TDRS 8,PAYLOAD,Other,35785.20342919908,GEO,MEO,HIGH,12.3513,0.00037186,2023,0,<1yr,1.00276749,2025-11-19 04:38:38.674752,celestrak,2025-11-19,US,2025-11-19
26407,NAVSTAR 48 (USA 151),PAYLOAD,Other,20181.85097112048,MEO,MEO,MEDIUM,54.8968,0.01273308,2023,0,<1yr,2.0056768,2025-11-19 03:35:38.567616,celestrak,2025-11-19,US,2025-11-19
26410,CLUSTER II-FM7 (SAMBA),PAYLOAD,Other,65733.53648857631,Beyond GEO,HEO,LOW,147.1666,0.87097308,2023,0,<1yr,0.44832649,2025-11-19 08:26:23.781696,celestrak,2025-11-19,ESA,2025-11-19
26464,CLUSTER II-FM8 (TANGO),PAYLOAD,Other,66179.468513603,Beyond GEO,HEO,LOW,147.4639,0.87180478,2023,-1,UNKNOWN,0.44419979,2025-11-20 00:18:03.011904,celestrak,2025-11-19,ESA,2025-11-19
26554,NSS-11,PAYLOAD,Other,35786.73569060092,GEO,GEO,HIGH,1.5827,0.00030103,2023,0,<1yr,1.00271283,2025-11-19 14:17:23.507808,celestrak,2025-11-19,SES,2025-11-19
26575,USA 153,PAYLOAD,Other,35785.081773721075,GEO,MEO,HIGH,11.2631,0.00024884,2023,0,<1yr,1.00277183,2025-11-19 14:18:08.636256,celestrak,2025-11-19,US,2025-11-19
26580,AMC-6,PAYLOAD,Other,35786.34153907846,GEO,GEO,HIGH,0.0775,0.00027946,2023,0,<1yr,1.00272689,2025-11-19 11:48:32.649984,celestrak,2025-11-19,SES,2025-11-19
26605,NAVSTAR 49 (USA 154),PAYLOAD,Other,20181.217826379852,MEO,MEO,MEDIUM,55.5062,0.01678546,2023,1,<1yr,2.00574852,2025-11-18 06:17:26.855232,celestrak,2025-11-19,US,2025-11-19
26702,ODIN,PAYLOAD,Other,418.20841398238736,Very Low LEO,LEO-Polar,HIGH,97.4266,0.00031526,2023,0,<1yr,15.49492924,2025-11-19 12:52:34.338720,celestrak,2025-11-19,SWED,2025-11-19
26715,USA 157 (MILSTAR-2 2),PAYLOAD,Other,35787.29301302565,GEO,GEO-Inclined,HIGH,11.311,0.00429875,2023,0,<1yr,1.00269295,2025-11-19 08:18:45.248256,celestrak,2025-11-19,US,2025-11-19
26720,BSAT-2A,PAYLOAD,Other,36095.76396956959,Beyond GEO,HEO,LOW,10.2857,0.00086387,2023,1,<1yr,0.99178957,2025-11-18 22:51:43.513344,celestrak,2025-11-19,JPN,2025-11-19
26766,INTELSAT 10 (IS-10),PAYLOAD,Other,36125.514902940915,Beyond GEO,HEO,LOW,8.5725,0.00067872,2023,0,<1yr,0.99074843,2025-11-19 08:14:38.558112,celestrak,2025-11-19,US,2025-11-19
26857,OMNI-M1,PAYLOAD,Other,10600.931005784842,MEO,MEO,LOW,44.93,0.00164424,2023,4,<1yr,3.92402703,2025-11-15 17:00:32.847264,celestrak,2025-11-19,NICO,2025-11-19
26880,USA 159 (DSP 21),PAYLOAD,Other,35786.72391638215,GEO,GEO-Inclined,HIGH,12.5883,0.00011353,2023,0,<1yr,1.00271325,2025-11-19 12:23:38.768352,celestrak,2025-11-19,US,2025-11-19
26900,INTELSAT 902 (IS-902),PAYLOAD,Other,35787.02780599369,GEO,GEO-Inclined,HIGH,5.5835,0.00044828,2023,1,<1yr,1.00270241,2025-11-18 05:23:39.507648,celestrak,2025-11-19,ITSO,2025-11-19
26931,PCSAT (NO-44),PAYLOAD,Other,785.598744636035,Low LEO,LEO-Inclined,MEDIUM,67.0515,0.00072912,2023,0,<1yr,14.3183649,2025-11-19 11:25:16.602240,celestrak,2025-11-19,US,2025-11-19
26958,PROBA-1,PAYLOAD,Other,547.591840719725,Low LEO,LEO-Polar,HIGH,97.9584,0.00580226,2023,0,<1yr,15.0627593,2025-11-19 13:52:46.378848,celestrak,2025-11-19,ESA,2025-11-19
26998,TIMED,PAYLOAD,Other,583.7169458398166,Low LEO,LEO-Inclined,HIGH,74.068,0.0001989,2023,0,<1yr,14.94567039,2025-11-19 08:25:04.379232,celestrak,2025-11-19,US,2025-11-19
27004,MAROC-TUBSAT,PAYLOAD,Other,998.6687518264443,Low LEO,LEO-Polar,LOW,99.7912,0.0019347,2023,0,<1yr,13.70251356,2025-11-19 10:36:48.413664,celestrak,2025-11-19,GER,2025-11-19
27056,COSMOS 2385,PAYLOAD,Other,1420.6349435304046,Mid LEO,LEO-Polar,LOW,82.5386,0.00058806,2023,0,<1yr,12.60559736,2025-11-19 14:37:13.399968,celestrak,2025-11-19,CIS,2025-11-19
27057,COSMOS 2386,PAYLOAD,Other,1416.3019193322853,Mid LEO,LEO-Polar,LOW,82.5451,0.0001307,2023,0,<1yr,12.61611023,2025-11-19 11:49:23.830752,celestrak,2025-11-19,CIS,2025-11-19
27168,USA 164 (MILSTAR-2 3),PAYLOAD,Other,35786.59748421757,GEO,GEO-Inclined,HIGH,10.9282,0.00967761,2023,0,<1yr,1.00271776,2025-11-19 07:24:27.950976,celestrak,2025-11-19,US,2025-11-19
27380,INTELSAT 904 (IS-904),PAYLOAD,Other,35787.09677063461,GEO,GEO-Inclined,HIGH,6.3942,9.579e-05,2023,0,<1yr,1.00269995,2025-11-19 02:01:47.559936,celestrak,2025-11-19,ITSO,2025-11-19
27424,AQUA,PAYLOAD,Other,687.5915813795791,Low LEO,LEO-Polar,MEDIUM,98.4002,6.397e-05,2023,0,<1yr,14.61730591,2025-11-19 15:25:42.913920,celestrak,2025-11-19,US,2025-11-19
27426,DIRECTV 5 (TEMPO 1),PAYLOAD,Other,35786.65887798843,GEO,GEO,HIGH,4.3408,0.00029887,2023,0,<1yr,1.00271557,2025-11-19 11:55:39.468576,celestrak,2025-11-19,US,2025-11-19
27438,INTELSAT 905 (IS-905),PAYLOAD,Other,35785.843396313205,GEO,MEO,HIGH,6.2151,0.00026262,2023,4,<1yr,1.00274466,2025-11-15 01:06:18.528192,celestrak,2025-11-19,ITSO,2025-11-19
27445,GALAXY 3C (G-3C),PAYLOAD,Other,35786.58879379318,GEO,GEO,HIGH,3.2042,0.00014148,2023,0,<1yr,1.00271807,2025-11-19 12:00:01.550880,celestrak,2025-11-19,US,2025-11-19
27464,COSMOS 2390,PAYLOAD,Other,1487.0875386347216,Mid LEO,LEO-Polar,LOW,82.4803,0.00252282,2023,0,<1yr,12.44617989,2025-11-19 13:24:11.358720,celestrak,2025-11-19,CIS,2025-11-19
27465,COSMOS 2391,PAYLOAD,Other,1485.7300519719738,Mid LEO,LEO-Polar,LOW,82.48,0.00260134,2023,0,<1yr,12.44940278,2025-11-19 15:06:19.113696,celestrak,2025-11-19,CIS,2025-11-19
27513,INTELSAT 906 (IS-906),PAYLOAD,Other,35786.92435956104,GEO,GEO-Inclined,HIGH,5.269,0.00058772,2023,0,<1yr,1.0027061,2025-11-19 11:02:37.050720,celestrak,2025-11-19,ITSO,2025-11-19
27606,LATINSAT B,PAYLOAD,Other,640.2097406894627,Low LEO,LEO-Inclined,MEDIUM,64.5538,0.00787424,2023,0,<1yr,14.76558068,2025-11-19 13:48:42.792192,celestrak,2025-11-19,ARGN,2025-11-19
27607,SAUDISAT 1C (SO-50),PAYLOAD,Other,622.1935720038882,Low LEO,LEO-Inclined,MEDIUM,64.5549,0.00708732,2023,0,<1yr,14.82261876,2025-11-19 11:05:55.196160,celestrak,2025-11-19,SAUD,2025-11-19
27612,LATINSAT A,PAYLOAD,Other,613.9869560850257,Low LEO,LEO-Inclined,MEDIUM,64.5556,0.00568209,2023,0,<1yr,14.84872225,2025-11-19 13:06:44.072352,celestrak,2025-11-19,ARGN,2025-11-19
27632,NIMIQ 2,PAYLOAD,Other,35786.31182390322,GEO,GEO-Inclined,HIGH,8.9603,0.00060246,2023,0,<1yr,1.00272795,2025-11-19 08:28:17.403744,celestrak,2025-11-19,CA,2025-11-19
27640,CORIOLIS,PAYLOAD,Other,825.8245271933138,Low LEO,LEO-Polar,MEDIUM,98.7145,0.00151069,2023,0,<1yr,14.19860524,2025-11-19 11:42:41.577408,celestrak,2025-11-19,US,2025-11-19
27651,SORCE,PAYLOAD,Other,560.6385213450121,Low LEO,LEO-Equatorial,HIGH,39.9926,0.00168843,2023,0,<1yr,15.02029649,2025-11-19 10:26:56.899392,celestrak,2025-11-19,US,2025-11-19
27663,NAVSTAR 51 (USA 166),PAYLOAD,Other,20181.44832130328,MEO,MEO,MEDIUM,54.9295,0.01464563,2023,0,<1yr,2.00572241,2025-11-19 12:46:07.383360,celestrak,2025-11-19,US,2025-11-19
27691,USA 167,PAYLOAD,Other,35786.14306512738,GEO,GEO-Inclined,HIGH,10.544,0.00040356,2023,0,<1yr,1.00273397,2025-11-19 09:25:25.120704,celestrak,2025-11-19,US,2025-11-19
27704,NAVSTAR 52 (USA 168),PAYLOAD,Other,20708.822727921644,MEO,MEO,MEDIUM,54.9344,0.00047367,2023,0,<1yr,1.9474323,2025-11-19 08:54:36.355104,celestrak,2025-11-19,US,2025-11-19
27711,USA 169 (MILSTAR-2 4),PAYLOAD,Other,35786.6033712818,GEO,GEO-Inclined,HIGH,12.0305,0.00944201,2023,0,<1yr,1.00271755,2025-11-19 12:26:16.627200,celestrak,2025-11-19,US,2025-11-19
27718,ASIASAT 4,PAYLOAD,Other,35786.62776056979,GEO,GEO,HIGH,4.1678,0.00030777,2023,0,<1yr,1.00271668,2025-11-19 14:03:38.799072,celestrak,2025-11-19,AC,2025-11-19
27811,HELLAS-SAT 2,PAYLOAD,Other,35786.4727350063,GEO,GEO-Inclined,HIGH,6.8322,0.00105918,2023,0,<1yr,1.00272221,2025-11-19 15:14:23.394336,celestrak,2025-11-19,GREC,2025-11-19
27825,THURAYA-2,PAYLOAD,Other,35786.127366722445,GEO,GEO-Inclined,HIGH,8.5068,0.00025222,2023,2,<1yr,1.00273453,2025-11-17 19:34:05.133216,celestrak,2025-11-19,UAE,2025-11-19
27831,OPTUS C1,PAYLOAD,Other,35786.48002369888,GEO,GEO-Inclined,HIGH,6.3636,0.00058545,2023,0,<1yr,1.00272195,2025-11-19 14:03:38.799072,celestrak,2025-11-19,AUS,2025-11-19
27843,MOST,PAYLOAD,Other,821.0907632461021,Low LEO,LEO-Polar,MEDIUM,98.7072,0.00106465,2023,0,<1yr,14.21261172,2025-11-19 11:53:30.211584,celestrak,2025-11-19,CA,2025-11-19
